description,country,variety
"A forward wine with earthy aromas, leather and a hint of Navarra's herbal essence. The palate is full-bodied and complete, with balanced weight and tannic structure. Flavors of dark berry and black plum are deep and mildly roasted, while the finish is meaty and chocolaty. Chivite Colección 125 is often Navarra's best red wine, and that appears to be the case in 2004.",Spain,Tempranillo Blend
"The excellent 2005 Azul is stout and secure, with a ripe, clean and modern bouquet that's backed up by a chewy, toasty flavor profile that pours on the black fruit and character. With roundness, tannic grip and good acidity, this wine is in perfect balance and is delivering the most it can. Tempranillo, Merlot and Cabernet Sauvignon.",Spain,Red Blend
"Aromatically this is evocative; there's spice, tobacco and dried fruit in addition to classy, balanced oak. The palate dances with cherry, dried plum and earthy spice notes, while the finish is elegant, smooth and features just the right amount of tannic grab. A very nice, true-to-the-terroir type of Tempranillo.",Spain,Tempranillo
"With a gold glint and put-together aromas of peach, candle wax, mineral and citrus, this is very nice Albariño that's now fully ripe, mature and drinking at its best. The palate pits juicy melon against dry papaya; it's big, ripe, full and the perfect foil for all sorts of white-friendly foods. Only 1,000 cases made of this reserve-style wine.",Spain,Albariño
"Much like the 2004, this wine straddles traditional and modern lines. The nose offers light raisin, spearmint, brick dust and leafy red fruit aromas, while the palate may seem acidic and sour to some but reflective of old Rioja to others. Strong American oak accents of dill, coconut and vanilla are present on the palate and finish. Drink now through 2012.",Spain,Tempranillo
"Ultraripe, almost to the point of being syrupy and soupy. The nose is all sweet licorice, baked fruit and raisin. In the mouth, there's some tannic bite but mostly it's a rich, bruising, unctuous wine with smoky, rich berry flavors and a sweet, toasty finish.",Spain,Red Blend
"Luzon's signature Best Buy red blends one-third Syrah with two-thirds Monastrell, and always with consistent results. Year after year, we like this wine's lusty, broad fruit, richness and overall balance. It's not sophisticated or complex, but it is deep, clean and very tasty.",Spain,Red Blend
"Dry, minty and saucy on the nose, with an old-school sheer palate full of acidity, citrus, cherry tomato, herbs and snap. Shows toasty oak, length and cheeky tannins along with red fruit finishing notes. In between new wave and traditional Rioja. Drink now through 2012.",Spain,Tempranillo Blend
"Deep purple in color, with roasted, rubbery aromas of wild blackberry. Thick, lush and rich in the mouth, with mellow tannins (for a Priorat wine) and big, broad flavors of plum, blackberry and herbs. Smooth on the finish, with black tea notes and leftover oak. Has a lot going for it; drink now through 2012.",Spain,Red Blend
"A genuinely attractive, well-made old vines red with earthy, minerally aromas along with violet petal and blackberry. The palate has a fine feel to it, depth and complexity, while flavors of dry berry and baking spices work wonders. Dry, pure and long on the finish, and really quite excellent for a vino de tierra. Drink now through 2014.",Spain,Tempranillo Blend
"Slightly sweet on the nose, the aromas of baked fruit, cream soda and vanilla are welcoming. Interestingly, the wine is a bit more tart and refined on the palate, where zesty but full apple and pear flavors run the show. Not lean but definitely streamlined and acidic. More of a food wine than a stand-alone sipper.",Spain,Sparkling Blend
"Fairly agile, floral and friendly, with precise peach, nectarine and citrus flavors. With its easy personality and good mouthfeel, this is what you're looking for in a solid, everyday white wine.",Spain,Albariño
"Shows good fruit aromas, moderate depth and a touch of sandalwood on the nose. The palate features ripe blackberry and chocolate, while the feel is cushioned and chewy. Modern in style; just a cut below the 2001.",Spain,Tempranillo
"This rendition of Segura Viudas's off-dry bubbly is nice and yeasty, with plenty of baked apple pie and buttered toast on the nose. The palate is spunky but round, with semi-sweet flavors of apples and ripe nectarines. Shows some complexity and depth on the finish as well as a richness that makes it to all corners of your mouth.",Spain,Sparkling Blend
"Consistent with past vintages, this crianza gets it right without setting off any balloons. It starts with raspberry and cassis aromas and backs that up with slightly citrusy red-fruit flavors. Any rawness or heat on the palate will be tamed by matching it with meat, chorizo, ham, cheese, etc.",Spain,Tempranillo
"An oily, earthy wine with plenty of belt strap and dark fruit on the nose. The palate is a bit scattered, but there's ample mineral and blackberry to move it forward. The feel is choppy due to pronounced acidity, yet the finish is generally clean and fluid.",Spain,Red Blend
"Stocky and warm, with mild baked-fruit aromas and a hint of bramble. This venerable table wine is made from 65% Garnacha and 35 Cariñena, and from 2005 it's pretty much on the money. Expect earthy, mildly brambly flavors, lively acidity and soft tannins. Good for a wide range of simple foods and appetizers.",Spain,Red Blend
"A holdover from 1999, this varietal single-vineyard Cabernet offers tree bark, molasses and prune on the nose, while the palate has raspberry flavors sitting front and center, with drying tannins in support. It's a woody and grabby wine, with vanilla notes toward the end. And at eight years old, it doesn't appear as though it will improve beyond where it's at now. So drink soon.",Spain,Cabernet Sauvignon
"Slightly warmer in style, with caramel and vanilla aromas, yet the palate runs more toward freshness, with orange and pineapple standing out. With its good acidity and zest, this wine won't ever be called flabby. Drink now for solid results.",Spain,Verdejo
"The bouquet delivers touches of graphite and rubber in front of traditional dried cherry and raspberry. Nice in the mouth, with softly fading fruit riding a wave of persistent acids and tannins. Snappy, old-school and succulent. Drink now through 2010.",Spain,Tempranillo
"Dark and attractive in terms of color, with barrique-driven aromas of bacon, toast and roasted plum and berry. This is a ripe, meaty offering with blackberry, chocolate and warm brown sugar flavors supported by full tannins. Shows some licorice and burnt toast on the fairly long finish.",Spain,Red Blend
"There's no shortage of barrel-driven hickory, coffee and chocolate on this modern-style Rioja, but there's also a spike of green on the nose and at the core of the flavor profile. Surrounding that is bright blackberry, amplified tannins and bursting acidity. Needs air upon opening—that, or more time in the cellar.",Spain,Tempranillo Blend
"Open-cut oak, blackberry and chocolate are the opening shots in this plump, ripe, full-bodied red that is slightly tannic and chewy but impressive due to solid plum, cherry and vanilla flavors. Delivers commendable RdD quality, but $300 is shockingly expensive.",Spain,Tinto del Pais
"Leans toward the modern style, with plenty of oak, bacon and plum on the bouquet. Quite upright and balanced throughout, with cherry, raspberry, cola and brown sugar for flavors. A thorough, heartily oaked Tempranillo with purity and style. Almost at the top echelon.",Spain,Tempranillo
"Full and boisterous red wine, with a ton of natural ripeness and a high pleasure quotient. We have always liked the Abadal wines, and this Cabernet Sauvignon-Merlot blend gets both sides of the Old World/New World argument right. It's loaded with dark berry and earth aromas, which are followed by cola, blackberry and chocolate flavors. An alert, acid-driven wine with enough depth to impress.",Spain,Cabernet Sauvignon-Merlot
"Dark and spicy, with rubber and baked-fruit aromas giving way to herbs, clove and other alluring spice scents. As might be expected from a wine bearing Alvaro Palacios' signature and approval, the final product is smart and snappy, with blackberry, herbs and barrel char all making themselves noticed. Good now and for the next several years.",Spain,Red Blend
"A firm wine with fine structure and balance. The nose is fiery and rustic early on, then seductive as it opens up. The palate exhibits currents of raspberry, cherry and plum, and below the surface there's vanilla and brown sugar. A smooth operator that shows the Campo Viejo brand in its best light.",Spain,Tempranillo
"Inky and condensed, with tough early aromas that settle on rich, sweet berry fruit. The palate has good liveliness and bullish tannins, while the flavor profile of blackberry and cassis is par for the course. Chewy on the finish.",Spain,Tinta de Toro
"Rich, dense and syrupy, but also showing touches of mint and leather on the nose. Quite sticky in the mouth, but with lovely toffee and mocha flavors that set up a finish that runs on and on. Impressive depth of flavor, nice overall balance and a mix of complexity and flat-out richness make this PX a winner.",Spain,Pedro Ximénez
"Round, stylish and wholesome on the nose, with wild berry, smoke, spice and not too much obvious oak. The palate is racy and forward, but also offers subtleties including dry fruit, spice, fresh tomato and wild herbs such as thyme and sage. Long and warm on the finish, with vanilla. Drink now through 2015.",Spain,Tempranillo Blend
"Dense and heavy, and maybe a touch dull on the nose in terms of fruit aromas. But once it hits the palate the wine shines with intense black fruit, sugar beet and chocolate flavors. The finish is toasty and warm, with saturation and texture. Almost over the edge as far as ripeness, but not quite. Drink now through 2012.",Spain,Tempranillo
"Another impressive Oloroso from Gonzalez Byass. This is a sweet, dark, brooding Sherry with prune and other sweet fruit aromas. The palate is rich but has good flow, while dark flavors of dulce de leche and burnt brown sugar are wonderful. Sweet but balanced by mild coffee-like bitterness on the finish.",Spain,Sherry
"Serious, stately Rioja with key aromas of prune, blackberry and leather. Snappy enough on the palate, with plenty of pop as well as pure berry flavors, smooth tannins, zest and dry vanilla. Some might call it a bit acidic and traditional, but with food it'll do great. Drink now through 2016. Only 250 cases made.",Spain,Tempranillo
"Patience is a must to make it through this burly, earthy, almost murky blend of Tempranillo and Cabernet Sauvignon. Early aromas of mulch and coffee morph into black fruit and leather, while initially reduced black cherry and currant flavors take on more character and depth with time. Never does it really shine, but it is a serious wine that has its merits.",Spain,Tempranillo-Cabernet Sauvignon
"One of my personal favorites among the giant collection of Freixenet cavas is the extra dry, which isn't dry in the least. Just the opposite, it's loaded with sweet apple and apricot aromas along with peach, melon and candied citrus flavors. Best of all, it maintains its poise while never falling toward cloying or sappy.",Spain,Sparkling Blend
"Robust and dark, with plum and berry aromas that also carry hints of citrus and mineral. Overall this is a balanced specimen; the palate is round and full of bright plum and berry while the feel is moderately deep, somewhat tannic, and medium in acidity. Drink now.",Spain,Tinto del Pais
"A bit lighter on the nose than many, with notes of raspberry and strawberry. That same character works its way onto the palate, where raspberry and plum flavors are front and center. Fruity and balanced, with a ripe, easy-to-like personality.",Spain,Red Blend
"Hard spices, smoke and tar darken up the berry nose, while the palate is round and solid, with nice berry and plum fruit. The finish delivers a wave of blackened toast, while licorice plays from the second chair. Nicely made and familiar as RDD goes.",Spain,Tinto del Pais
"Dark in color, with brawny aromas of oak, clove and leather. In the mouth, there's a mix of black plum and cherry but also a streak of bell pepper. Finishes round, spicy, properly tannic and dark, with coffee and a light hint of green.",Spain,Red Blend
"Bulky and a bit stewy, but still balanced enough to earn its positive points. The palate is ripe and sweet, as it oozes with black fruit. Some might call it a touch chunky, but for the most part this blend of Monastrell, Tempranillo and Syrah registers as a highly pleasurable red.",Spain,Red Blend
"Sweet and spicy stuff, with plenty of oak-based coconut and butter on the nose. In the mouth, it's quite saturated and flush, with overt plum, blackberry and wood resin notes. A big, modern wine that's a bit oafish but also rather easy to drink.",Spain,Tempranillo
"Lots of oak gives the nose a strong coconut essence, while the flavors of baked red plum and berries bring along notes of pepper and spice. This is a meaty, hot wine with maple and resin on the finish. It shows flashes of brilliance but also ruggedness and a few clumsy characteristics.",Spain,Red Blend
"In accordance to what 2003 dealt out, this wine is a bit stewy and broad. It shows cola, tree bark and baked fruit on the nose, and then sweet plum and chocolate on the finish. It's not a wine for deep contemplation; drink now to enjoy its robust plumpness.",Spain,Tempranillo
A better effort than in previous years. This vintage has a tangy personality and no tricks up its sleeve. The pineapple and citrus flavors are solid and the finish holds onto the Verdejo's citrusy profile. Steady and clean all the way through.,Spain,Verdejo
"Early on the wine is dominated by buttery oak, and it's all over the nose, palate and finish. Airing settles it down, and up from the creamy underworld comes raspberry, stewed plums and chocolate. Not the thinking man's Ribera del Duero, but it gets the job done. Imported by Freixenet, USA.",Spain,Tempranillo
"This Garnacha- and Carignan-based wine offers a brilliant color and a true bouquet of graphite, mineral, char and black fruit. Thus expectations are high as you head to the palate, which turns out to be sheer, acidic and hard. Amid the scour you'll pull out plum and blackberry flavors. It gets it two-thirds right; the nose and color are there but the mouthfeel is lacking.",Spain,Red Blend
"A slight step up from the Crianza, mostly because it's a level or two more intense. The nose is powerful, albeit full of earthy funk and leather. The palate is snappy and full, with black cherry dominant. Finishes warm and spicy, with cola and chocolate.",Spain,Red Blend
"Wines like this are good indicators that 2004 is indeed an exceptional vintage in RdD. For a Tempranillo that spent only five months in oak it's fairly settled. The nose is a touch syrupy but you can only love the concentrated berry aromas. The mouth is bulky but satisfying, with huge dark-fruit flavors and balancing tannins and acidity. Jumpy but very likable.",Spain,Tempranillo
"Ripe and round, with blackberry and bacon aromas. Quite modern and full for a 2002, one of Rioja's most challenging vintages in a while. Shows full berry flavors with ample oak and a touch of tannin. Finishes with mocha and spice.",Spain,Tempranillo Blend
"LAN's modern interpretation of Rioja is ripe, fragrant and beefy, with mineral, charcoal, pine and black cherry coating the unctuous nose. Runs a touch soft and plump on the palate, probably a reflection of the hot '03 vintage. But along the way there's black plum, licorice, molasses and maple flavors. A big, new-wave wine that has a lot going for it.",Spain,Tempranillo
"Ripe, dark, a little oily and totally compelling from an aromatic standpoint. The palate is right where it should be, as neither the tannins nor the acidity are out of whack. Boysenberry, blackberry and plum flavors carry an herbal touch, and the finish is layered, with a lasting impression of coffee.",Spain,Tempranillo Blend
"Purple in color and meaty on the nose, with a hint of raisin and reduction but not too much. Due to the heat of 2003, this is a ripe, rich wine with big plum and berry flavors but also good balance and feel. It covers all the bases and finishes in a smooth, solid, stylish way. Just reaches the cut of excellence.",Spain,Tempranillo Blend
"Robust aromas of ripe berry fruit and bacon give this a full and lusty starting point, while the textured body is rich, with sturdy tannins. Flavors of blackberry and black cherry are sweet, and the wine has good character and bounce. A wine you want to drink on a regular basis.",Spain,Mencía
"Attractive, full-force plum and berry aromas with a fruity, rich, concentrated palate of black fruit and plum. Smooth, nothing fancy, and always solid for those looking for a big, full-bodied wine at an affordable price. Luzon is the definition of a go-to producer.",Spain,Monastrell
"A smooth and coaxing Sherry with almond and dried fruit aromas that lead perfectly to toffee and almond flavors. There's more dryness than fruit here, with peanut brittle accents and then a long, smoky finish that doesn't lose focus. Graceful Oloroso, with a nice individual character.",Spain,Sherry
"This is nothing more than a few barrels of wine bottled by Hughes, a so-called “global vintner.” And like its Lot 128 brother, it is really good juice. Inky and floral, with blueberry and wild raspberry flavors. It's smooth, fresh, bold and finishes with mint and chocolate. Shows the positives of Campo de Borja's Garnacha.",Spain,Garnacha
"Dry and smooth, with balsam and cedar aromas wrapped around controlled fruit scents and toast. The wine is ripe and balanced, with hickory flavors adding a barbecued angle to the steady palate. Firm, structured and tasting of clove and woodspice on the finish. Drink now through 2011.",Spain,Tempranillo Blend
"Pinot Noir-based cavas are touchy; sometimes they take on a rough, peppery personality that some might find offputting. This wine does that, but only to an extent. The nose pushes peach pit and campfire aromas, while the palate features dry fruits like papaya and melon, but with cinnamon and pepper shadings. Good mouthfeel and well made, but the flavors and aromas require some getting used to.",Spain,Pinot Noir
"Brick colored, with a baked, spicy nose that is true Rioja in that it also pushes Sherry, raisin and cinnamon notes. Fairly dry, acidic and zesty in the mouth, with cherry and cola flavors. Forceful acidity keeps it moving along. Needs food to absorb that acid.",Spain,Tempranillo
"Generally speaking, this wine is nicely balanced and a bit less over the top than most 2003s. The nose shows mint, fresh herbs, graphite and berry aromas. The palate is juicy, not dull or heavy, with black cherry and dark plum flavors. Finishes almost crisp, with a shot of balancing acidity.",Spain,Tempranillo
"Deep in color, falling somewhere between copper and red. The nose is forward as could be, with raspberry and a strong hint of orange blossom. Solid across the palate, with dry berry flavors and a powerful edge of pepper. Based on Pinot Noir; you can taste the essence of that variety at its core.",Spain,Pinot Noir
"With its citrusy nose and well-balanced palate, this is what Best Buy sparklers are all about. Tangerine and orange peel grace the bouquet, while crisp flavors of berries and stone fruits win you over. A bit of strawberry and snap close the deal. Nice stuff.",Spain,Sparkling Blend
"Mineral, citrus, natural vanilla and grass aromas send this still-kicking Verdejo on its way. The palate is all about apple and citrus, and the feel is more polished than edgy. Seems as if it's flattening and losing some steam, so drink now.",Spain,Verdejo
"Peach, nectarine and green pear aromas and flavors dominate this ripe-styled Verdejo-Viura blend. Typical of Rueda, it's citrusy and a zesty, but there's enough warmth and heft so that you wouldn't call it steely or stark. Drink now.",Spain,White Blend
"A little warmer and rounder than most. This waxy wine offers banana and melon on the nose, while the palate is just juicy and racy enough, with apple and citrus anchoring things. Finishes easy and will go well with salads and seafood.",Spain,White Blend
"Sulfurous early on, and then citrus and apple blossom aromas get into the game. The palate is ripe and tropical, with melon, mango and banana flavors. With no angularity or sharpness, this is an easy wine with soft edges. Drink now before it gets even softer.",Spain,Verdejo
"Berry fruit, vanilla and violet aromas are friendlier than the rugged, ultrafirm palate on this Syrah-Graciano blend. With food, the wine will be a strong counterpoint and will hold its own. By itself it may slip in pleasure points; the Graciano is tight as nails and adds astringency. Imported by Möet Hennessy USA, Inc.",Spain,Red Blend
"Open, round and a bit rubbery, this bright-styled wine is jammy and easy to drink. It has black cherry and blueberry flavors riding on grabby tannins, and the finish is where you get some of the “roble,” meaning oak-based chocolate and vanilla notes.",Spain,Tempranillo
"Brick colored, with an earthy, gritty nose that deals leather, rhubarb and burnt fruit. The flavor package is reserved and citrusy, what some might call dilute. But it's classic old-school Rioja. Finishes light, with tea and toast.",Spain,Tempranillo
"Gets off the mark with savory aromas akin to bean and bacon soup, wood smoke and dried herbs. Next comes raspberry and plum fruit supported by ample oak-based vanilla. Finishes creamy, round and solid. Just a sip or two and you know you're drinking true Rioja.",Spain,Red Blend
"Typically brick-colored and oxidized, which leads to the idea that it's 25 years old already. Unique in every way: The nose is like deconstructed citrus, sherry and leather, while the palate will seem sour if compared to most other reds and zesty if you're coming off a white wine. Hard to describe; a wine for some to admire and others to say, “What the hell?”",Spain,Tempranillo Blend
"Makes a great early impression via ripe blackberry and toast aromas. Overall there's not much negative to say about this meaty, fruity youngster; it has a lovely color, dark cherry and blackberry flavors, and warm vanilla and chocolate notes on the finish. Becomes more tannic and chunky as it opens; but as an easy drinker it's very good.",Spain,Tinto del Pais
"The wines of Abelis Carthago are enigmatic. The lowest-priced Lui is the most balanced and complete. This wine, William, is dark and dense, with shoe polish and raw crude oil on the nose. It's super strapping and tannic, with bitter chocolate and coffee notes carrying the racy palate to a fiery finish. It lacks nuance and subtlety but will augment a good steak with nary a problem.",Spain,Tinta de Toro
"Caramel, molasses and spice aromas make this a totally approachable and familiar type of Sherry. The palate offers a round but zesty attack, with flavors of caramel, coffee, toffee, baked apple and orange peel. For the most part it's racy and fresh, but finishing mushroom and pepper notes give it added character.",Spain,Sherry
"There's no denying the wine's core strengths, which start with the bouquet's campfire and prune qualities and extend onto the palate, where peppy raspberry and plum flavors take over. This is a complete, stylish Rioja that's about halfway through the aging process. It's still juicy and agile, with licorice and raisin notes adding some sweetness. Drink now–2016.",Spain,Tempranillo
"Ripe, jammy and forward, Prima could become the blueprint for affordable but well-made Toro wines. It's a modern bruiser from a modern, spotless facility, and it offers a clash of wild berry flavors, big-time tannins and powerful acidity. Like most Toro wines, it'll take your cheeks to the cleaners if you don't have meaty foods, cheese or lots of water to go with it. Drink now through 2012.",Spain,Tinta de Toro
"Baked berry, earth and black tea aromas give this wine a solid opening, while the mouthfeel is gritty but honest. Flavors of brown sugar and lightly baked berry fruit indicate the warmth and stony soils of Cigales, while the finish hints at cassis liqueur. Drink now before it fades.",Spain,Tinto del Pais
"Purple in color, with extracted, rubbery, gaseous aromas that settle with time. More power than finesse here, with cheek-smacking, saturated fruit and a bit of spice. A bull of a wine with briary flavors that fade quickly on the finish. Only 300 cases made.",Spain,Red Blend
"Best on the nose, where there's a mix of caramel, roasted fruit and lemon peel. The palate is big, sticky and tannic, with salty, semi herbal flavors of raspberry and leather. Spicy and basic on the finish. A plump, simple wine. Drink now.",Spain,Tempranillo
"With some toast and popcorn to fatten up the standard apple aromas, this is a fairly rich cava, especially given the price. Apple, pear and cinnamon flavors grace the palate, while the finish is persistent beyond expectations. Not overly bubbly but still lively. Strides better than your average quaffer.",Spain,Sparkling Blend
"As under-$10 sparklers go, you'd be hard-pressed to find better than this medium-bodied and toasty version from Catalonia's White Castle. The nose is mildly yeasty but basic, while the palate deals juicy apple and white-grape flavors propelled by fresh acidity. Virtuous yet basic. But who's complaining?",Spain,Sparkling Blend
"A little bit sweet and doughy, but hardly offputting. Deep flavors of cherry, raspberry and strawberry control the palate, while the finish is chocolaty and long. This is one easy-to-like red; it's not complex but it scores plenty of simple pleasure points.",Spain,Monastrell
"Sweet and fresh smelling, with aromas of lime, pear and peach. The palate is all about citrus, with some spice and mineral thrown in for good measure. Balanced and zesty, like Albariño should be.",Spain,Albariño
"Consistency at a good price is what this textbook cava is all about. The bouquet offers your basic fruit-cocktail aromas, while the palate is sort of plump as it pours on the nectarine and ripe peach flavors. Easygoing, with some weight and roundness.",Spain,Sparkling Blend
"A fuller, more minty and deep Garnacha than Hughes' Lot 129. This has standup, standout aromas followed by deep berry fruit flavors. It has plenty of body but keeps its balance, and the finish is thick and strong. A little rugged but really good by regional standards.",Spain,Garnacha
"A touch horsey at first, but with time it settles on saddle leather and earthy fruit. The palate is chunky and beefy, with some funk, chocolate and herbal black fruit. Not super spunky and lively, but dense as a brick and interesting. Drink now through 2014.",Spain,Tempranillo Blend
"Ripe and attractive, with deep red fruit aromas. The palate is intense and thorough, with solid tannins supporting ripe, natural flavors of baked berries, particularly blackberry and dark plum. Subtle and smooth on the finish, with length. The blend is 50% Garnacha and 25% each Carignan and Cabernet Sauvignon. Drink now through 2013.",Spain,Red Blend
"A potent, concentrated sort of wine with minerally, crusty aromas, smoked meat and black fruit. The palate is deep and ripe, with pure, tasty, sweet flavors of mildly baked blackberry. Generous late, with mocha and toast on the finish. Best now through 2012.",Spain,Tempranillo
"Bold, dark and handsome, albeit a touch herbal and earthy on the nose. The palate is thick and statuesque, with herbal, rooty berry fruit, a spot of raisin, and cracked black pepper. Chewy, deep and ultimately dry on the finish. Drinkable now; best in another couple of years.",Spain,Tempranillo
"Not a bad value in the Albariño category. Alba Rosa is the second wine from Martinez Serantes, and it's yellowish in color, with a pineapple and pear nose. Solid in the mouth, with touches of apple, white peach and lime. Proper acidity keeps it fresh.",Spain,Albariño
"The nose has the vintage's heavy quality, yet the palate runs toward acidic, with an emphasis on red cherry and raspberry. The more it opens, and the more the wine's tannins and acids do their thing, the tougher it gets. Food seems like a must.",Spain,Tempranillo
"Cantaloupe, almond candy and orange blossom make for a sweet nose. The palate seems too close to orange juice and tangerine than the apple and peach that best defines Rías Baixas. But for anyone who likes fresh, pulpy juice, it tastes perfectly good.",Spain,Albariño
"There's some stewed fruit weighing down this Tempranillo-Cabernet Sauvignon blend, but for the most part it has it going on. Coffee, oak and leather aromas set up a palate of raspberry, plum and chocolate. There's a fair amount of acid for an ‘03, and that lends legs to a wine that might otherwise seem tired.",Spain,Tempranillo-Cabernet Sauvignon
"Smooth on the nose, with vanilla and peach aromas. It's starting to fade but if you catch it soon you'll get apple, pineapple and some pithy character on both the palate and finish. Tastes wet and easy, and not at all complicated.",Spain,White Blend
"Fairly stylish and true to the region; the nose is both meaty and leathery, with rustic but composed notes of roast plum, earth and oak. Blackberry and plum flavors are convincing, while the finish offers the right amount of spice and vanilla.",Spain,Red Blend
"Plum, berry and other ripe fruits make for a solid, pure, attractive bouquet. The wine is fairly deep and plummy, with red raspberry raising the red-fruit quotient. Full and balanced, with modest complexity. Seems solid for a front-line '03.",Spain,Tinto del Pais
"Montsant's inherent character is nicely captured in this blend of Carignan, Syrah and Grenache. The bouquet is entirely smooth and inviting, if a bit generic. And the palate delivers ripe berry flavors that don't vary much from the fruity and basic. Call it simple or call it just right for the price; this is a fine red wine with character, balance and ease.",Spain,Red Blend
"Tropical aromas mixed with pear are just right, and overall this Treixadura-Godello-Torrontes blend is ripe and delicious. It's round but zesty, with pear, kiwi and honeydew flavors. It stays on message from front to back, and despite its size and ripeness it keeps everything in balance. Drink now.",Spain,White Blend
"Protos is a venerable RDD label that doesn't try to do too much with its wines. This youngster is tight, polished and deep, with rich, oily aromas and creamy, saturated blackberry, plum and chocolate flavors. With spice and depth, it shows how good the 2005 vintage is, even for a big-production joven like this.",Spain,Tempranillo
"Rather hard and lightly grassy on the nose, with a green streak running through blueberry aromas. The palate is narrow and strained for a wine of this price, with rhubarb, red plum and grass-influenced flavors. Has qualities but doesn't fully click. 5,000 cases made.",Spain,Tempranillo
"Deep black fruit aromas make it inviting, while the palate is hefty and soft-edged, with creamy vanilla-infused plum and berry flavors. Finishes with mild berry fruit but more butter and cream. Grows softer and more pedestrian the longer it airs out.",Spain,Tempranillo
"Red fruit is the focus of this zesty, rugged Tempranillo-based wine. The palate is lively and acidic, as plum and berry flavors get lots of boost. The finish is firm and medium in depth, with a stout amount of tannin. Drink now, preferably with food.",Spain,Tempranillo Blend
"Hay, corn and buttered toast are the initial aromas, and soon after the wine settles into a pretty good groove. The palate is pure and sweet, with sticky, ripe fruit flavors that veer toward fruit cocktail and mango but never turn cloying. This wine handles its sugar like a pro.",Spain,Sparkling Blend
"A wave of pleasant but light cherry, blackberry and sage offers a powerful but not overpowering opening. The palate is juicy and fresh, with controlled cherry and a touch of buttered toast. Round and medium in size on the finish, with solid but correct tannins.",Spain,Tempranillo Blend
"Warm and the slightest bit raisiny, but overall it's a bright, fruity blend of Monastrell and Tempranillo that's tasty and worth every dollar. Flavors of black cherry and vanilla are cuddly, while the finish is long and of medium potency. A treat for those who enjoy fruity, somewhat softer reds.",Spain,Red Blend
"An easygoing but nicely made Rioja that delivers purity, good fruit, body and feel. The nose is all cherry and berry, and it's a clear step up from your everyday red wine. The palate is medium bodied, with tasty, spicy flavors of cherry and raspberry. Lasting on the finish, with proper texture throughout.",Spain,Tempranillo Blend
"With its creamy oak and baked, stretched-out flavors, is it worth $110? You can decide, but the nose has that mildly cooked, heavy character that is reflective of 2003, and the palate is bland and drying as it mixes in oaky coconut and vanilla flavors. At one moment it's sharp and tangy; then it seems better. A confounding Tempranillo that doesn't excite.",Spain,Tempranillo
"Leathery and peanutty on the nose; soon the aromas expand to baked plum and stewy berries. The palate is sturdy and tannic, but there's enough flesh and weight to the fruit that it's mostly balanced. Finishes with bacon and leather accents.",Spain,Tempranillo
"Osborne can usually be counted on for consistency and traditional flavors. But this Amontillado is all over the map. The nose has some harsh chemical compounds, while the palate is salty like a handfull of peanuts. Shows flashes but tends to fall back into a realm best left alone. Imported by W. J. Deutsch & Sons.",Spain,Sherry
"Not every swing for the fences is rewarded with a home run. This wine, from a hot year, spent 22 months in oak. Thus it's a firebomb of dark, medicinal fruit mixed with root beer, lemon peel and creamy chocolate. Never does it really unfold or find a groove, and at times it's aggressive.",Spain,Tempranillo
"At 70% Tempranillo and only 25% Cabernet and Merlot, there's a detectable green core running through the nose and palate. Surrounding that is sizable fruit and oak, the latter of which adds dill to the fray. All in all there's enough body and soul to save the wine, but along the way it's got some issues.",Spain,Tempranillo Blend
"Dark fruit, tobacco and leathery spice make for a nice bouquet. Tight and forceful in the mouth, with ripe black fruit and firm tannins. Chocolate and espresso come on toward the finish of this thorough, flavorful wine. Satisfying but not a spectacle.",Spain,Tempranillo
"Full and raring to go. This is one lively, big-boned red. It spreads out on the bouquet in peppery, boisterous fashion before unveiling lively raspberry and other red fruits on a bulky, tannic palate. Fairly big and untamed; a year or two more time might soften it up.",Spain,Tinto del Pais
"Full and toasty, with roasted fruit, meat and leather on the ripe, robust bouquet. Blackberry and plum flavors are good, and the mouthfeel is manly if a bit tannic. Undoubtedly a warm-vintage wine with size but not a ton of depth. Drink now.",Spain,Tempranillo
"Medium-strength plum and cherry aromas mix with earth and leather on a bouquet that's not all that fruity but still shows fruit. In the mouth, there's raspberry and red plum flavors floating on juicy, snappy acidity. Mouthfilling but hardly ponderous. Stylish in a somewhat classic mode.",Spain,Tempranillo
"With pretty flower blossom aromas mixed with lemon verbena, the nose on this Albariño is very nice. There's body and weight, but balance, too. Melon, citrus and mineral flavors are clean and satisfying, and the acidity is bright and entirely food-ready.",Spain,Albariño
"Browning and maturing, but still showing a ton of life and kick. This traditional-style wine is mildly roasted on the nose, with touches of leather, latex and other firm aromas. The palate is nice, with dry raspberry and cherry flavors finishing with power and length. Solid and respectable, but not something you'd label as special. Drink now–2014.",Spain,Tempranillo
"You wouldn't call this wine “clean and polished.” It has some old country brett along with fig, earth, mushroom and liqueur on the nose. That said, it's dishing up heavy servings of chocolate and baked berry pie flavors. A big, bulky wine that's already losing clarity. This won't be for everyone.",Spain,Tinta de Toro
"Rustic, smoky and deep on the nose, with a creamy body holding up commendable raspberry and plum flavors. Valenciso deals medium-level acids and tannins, with oak-based mocha and chocolate carrying the finish. This wine is so close to reaching the next level, but it doesn't quite get there.",Spain,Tempranillo
