Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Rating
Imperium Romanum,PC,2008.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,E10+
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GC,2004.0,Action,THQ,0.22,0.06,0.0,0.01,E
LEGO Battles,DS,2009.0,Strategy,Warner Bros. Interactive Entertainment,0.77,0.37,0.0,0.11,E
NFL Blitz 20-02,XB,2002.0,Sports,Midway Games,0.07,0.02,0.0,0.0,E
Hidden Mysteries: Buckingham Palace,DS,2010.0,Puzzle,Avanquest,0.13,0.06,0.0,0.02,E
Dragon Ball Z: Ultimate Tenkaichi,X360,2011.0,Fighting,Namco Bandai Games,0.39,0.1,0.01,0.04,T
UNO 52,DS,2006.0,Misc,Zoo Digital Publishing,0.01,0.0,0.0,0.0,E
Red Orchestra 2: Heroes of Stalingrad,PC,2011.0,Shooter,Tripwire Interactive,0.04,0.07,0.0,0.02,M
Dementium: The Ward,DS,2007.0,Shooter,SouthPeak Games,0.15,0.01,0.0,0.01,M
Dino Stalker,PS2,2002.0,Shooter,Capcom,0.07,0.06,0.08,0.02,M
Samurai Jack: The Shadow of Aku,GC,2004.0,Action,Sega,0.01,0.0,0.0,0.0,T
Rise of Nations: Rise of Legends,PC,2006.0,Strategy,Microsoft Game Studios,0.0,0.03,0.0,0.01,T
Space Invaders Revolution,DS,2005.0,Shooter,Rising Star Games,0.01,0.0,0.0,0.0,E
Rocksmith,X360,2011.0,Misc,Ubisoft,0.84,0.19,0.01,0.08,T
Petz Rescue: Ocean Patrol,DS,2008.0,Adventure,Ubisoft,0.35,0.0,0.0,0.03,E
Lara Croft and the Temple of Osiris,PC,2014.0,Action,Square Enix,0.0,0.02,0.0,0.0,T
Stella Glow,3DS,2015.0,Role-Playing,Atlus,0.16,0.01,0.05,0.02,T
Disney's Kim Possible: Kimmunicator,DS,2005.0,Platform,Disney Interactive Studios,0.11,0.01,0.0,0.01,E
Halo 2,PC,2007.0,Shooter,Microsoft Game Studios,0.01,0.06,0.0,0.02,M
Are You Smarter than a 5th Grader? Game Time,Wii,2009.0,Puzzle,THQ,0.25,0.0,0.0,0.02,E
Condemned: Criminal Origins,X360,2005.0,Action,Sega,0.36,0.02,0.0,0.03,M
Combat of Giants: Dinosaurs 3D,3DS,2011.0,Strategy,Ubisoft,0.25,0.06,0.05,0.03,E10+
Astonishia Story,PSP,2006.0,Role-Playing,Ubisoft,0.03,0.0,0.0,0.0,E10+
The Price is Right: Decades,Wii,2011.0,Misc,Ubisoft,0.11,0.0,0.0,0.01,E10+
WipEout Pure,PSP,2005.0,Racing,Sony Computer Entertainment,0.47,0.34,0.0,0.23,E
Untold Legends: Dark Kingdom,PS3,2006.0,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,T
SBK X: Superbike World Championship,X360,2010.0,Racing,Black Bean Games,0.1,0.07,0.0,0.02,E10+
"Crouching Tiger, Hidden Dragon",GBA,2003.0,Action,Ubisoft,0.02,0.01,0.0,0.0,T
Jackass the Game,PSP,2007.0,Action,Empire Interactive,0.09,0.08,0.0,0.05,M
Dragon's Crown,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.14,0.05,0.12,0.05,T
Tom Clancy's Splinter Cell 3D,3DS,2011.0,Action,Ubisoft,0.14,0.07,0.07,0.02,T
Super Dungeon Bros,PS4,2016.0,Action,Nordic Games,0.01,0.0,0.0,0.0,E10+
Classic NES Series: Pac-Man,GBA,2004.0,Puzzle,Nintendo,0.25,0.09,0.12,0.01,E
Stolen,PS2,2005.0,Action,Hip Interactive,0.02,0.01,0.0,0.0,T
Iron Phoenix,XB,2005.0,Fighting,Sega,0.02,0.0,0.0,0.0,T
Sonic Classic Collection,DS,2010.0,Platform,Sega,0.92,0.73,0.0,0.17,E
Cabela's African Safari,X360,2006.0,Sports,Activision Value,0.13,0.0,0.0,0.01,T
The Darkness,X360,2007.0,Shooter,Take-Two Interactive,0.36,0.04,0.01,0.03,M
MySims Racing,Wii,2009.0,Racing,Electronic Arts,0.19,0.23,0.0,0.05,E
Castlevania: Symphony of the Night,PS,1997.0,Platform,Konami Digital Entertainment,0.58,0.4,0.21,0.08,T
Tomb Raider II,PS,1997.0,Action,Eidos Interactive,2.3,2.46,0.2,0.28,T
MX vs. ATV Supercross Encore,PS4,2015.0,Sports,Nordic Games,0.0,0.05,0.0,0.01,E
The Last of Us,PS3,2013.0,Action,Sony Computer Entertainment Europe,2.41,2.18,0.28,0.99,M
Super Monkey Ball,GC,2001.0,Puzzle,Atari,0.95,0.37,0.1,0.04,E
EyeToy: Kinetic,PS2,2005.0,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,E
Kingdom Hearts,PS2,2002.0,Role-Playing,Sony Computer Entertainment,3.64,1.2,1.49,0.07,E
Turbo Turtle Adventure,GBA,2002.0,Puzzle,Majesco Entertainment,0.04,0.01,0.0,0.0,E
The Getaway,PS2,2002.0,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,M
Smash Cars,PS2,2003.0,Racing,Metro 3D,0.06,0.04,0.0,0.01,E
The Sims 2: Glamour Life Stuff,PC,2006.0,Simulation,Electronic Arts,0.0,0.03,0.0,0.01,T
Art Academy: Home Studio,WiiU,2015.0,Misc,Nintendo,0.0,0.0,0.01,0.0,E
WWF Raw,XB,2002.0,Fighting,THQ,0.4,0.13,0.0,0.02,T
WordJong Party,Wii,2008.0,Puzzle,Destineer,0.16,0.0,0.0,0.01,E
Dead Space 2,PC,2011.0,Shooter,Electronic Arts,0.13,0.15,0.0,0.04,M
Imagine: Movie Star,DS,2008.0,Simulation,Ubisoft,0.31,0.0,0.0,0.03,E
MC Groovz Dance Craze,GC,2004.0,Misc,Mad Catz,0.15,0.04,0.0,0.01,E
Alter Ego,PC,1985.0,Simulation,Activision,0.0,0.03,0.0,0.01,T
Naval Ops: Commander,PS2,2004.0,Simulation,Tecmo Koei,0.03,0.02,0.0,0.01,T
Super Monkey Ball Deluxe,PS2,2005.0,Misc,Sega,0.12,0.09,0.0,0.03,E
Front Mission 4,PS2,2003.0,Strategy,Square Enix,0.14,0.11,0.25,0.04,T
Pirates: The Legend of Black Kat,PS2,2002.0,Adventure,Electronic Arts,0.07,0.05,0.0,0.02,T
CSI: 3 Dimensions of Murder,PS2,2007.0,Adventure,Ubisoft,0.07,0.06,0.0,0.02,M
Picross DS,DS,2007.0,Puzzle,Nintendo,0.17,0.02,0.3,0.02,E
Untold Legends: Brotherhood of the Blade,PSP,2005.0,Role-Playing,Activision,0.54,0.33,0.01,0.22,T
Vietcong,PC,2003.0,Shooter,Gathering of Developers,0.0,0.02,0.0,0.0,T
Project Runway,Wii,2010.0,Simulation,Atari,0.23,0.0,0.0,0.02,E
World of Warcraft: Wrath of the Lich King,PC,2008.0,Role-Playing,Activision,0.01,0.13,0.0,1.18,T
Steambot Chronicles: Battle Tournament,PSP,2008.0,Fighting,Irem Software Engineering,0.05,0.0,0.01,0.01,E10+
Defiance,X360,2013.0,Shooter,Trion Worlds,0.38,0.14,0.0,0.05,M
Mario Party: Star Rush,3DS,2016.0,Misc,Nintendo,0.08,0.13,0.08,0.02,E
Naruto: Powerful Shippuden,3DS,2012.0,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,E10+
Overlord: Minions,DS,2009.0,Puzzle,Codemasters,0.07,0.0,0.0,0.01,E10+
Zoids: Battle Legends,GC,2003.0,Action,Tomy Corporation,0.12,0.03,0.0,0.0,T
PopCap Arcade Vol 1,X360,2007.0,Puzzle,PopCap Games,0.04,0.0,0.0,0.0,E
Shadow of the Colossus,PS3,2011.0,Action,Sony Computer Entertainment,0.0,0.0,0.04,0.0,T
Trials Fusion,XOne,2014.0,Racing,Ubisoft,0.12,0.1,0.0,0.02,E10+
Odama,GC,2006.0,Misc,Nintendo,0.07,0.02,0.02,0.0,E10+
Mercenaries 2: World in Flames,X360,2008.0,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,T
Wing Island,Wii,2006.0,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0.0,E
World of Outlaws: Sprint Cars 2002,PS2,2002.0,Racing,Ignition Entertainment,0.23,0.18,0.0,0.06,E
Diablo II,PC,2000.0,Role-Playing,Havas Interactive,0.01,0.1,0.0,0.02,M
Post Mortem,PC,2003.0,Adventure,Microids,0.0,0.01,0.0,0.0,M
Paperboy / Rampage,GBA,2005.0,Misc,Zoo Digital Publishing,0.1,0.04,0.0,0.0,E
Field Commander,PSP,2006.0,Strategy,Sony Online Entertainment,0.14,0.0,0.0,0.01,T
Super Mario 3D Land,3DS,2011.0,Platform,Nintendo,4.89,3.0,2.14,0.78,E
Woody Woodpecker Racing,PS,1999.0,Racing,Konami Digital Entertainment,0.06,0.04,0.0,0.01,E
Predator: Concrete Jungle,XB,2005.0,Action,Vivendi Games,0.07,0.02,0.0,0.0,M
The Cheetah Girls: Passport to Stardom,DS,2008.0,Misc,Disney Interactive Studios,0.18,0.0,0.0,0.01,E
Pinobee: Wings of Adventure,GBA,2001.0,Platform,Hudson Entertainment,0.06,0.02,0.0,0.0,E
Universe at War: Earth Assault,X360,2008.0,Action,Sega,0.09,0.01,0.0,0.01,T
Infamous: First Light,PS4,2014.0,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.0,T
[Prototype],X360,2009.0,Action,Activision,0.84,0.35,0.0,0.12,M
Pariah,XB,2005.0,Action,Hip Interactive,0.08,0.02,0.0,0.0,M
GrimGrimoire,PS2,2007.0,Strategy,Tecmo Koei,0.01,0.01,0.03,0.0,E10+
Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015.0,Simulation,Marvelous Entertainment,0.05,0.0,0.1,0.01,E10+
Animaniacs: The Great Edgar Hunt,GC,2005.0,Platform,Ignition Entertainment,0.02,0.01,0.0,0.0,E
Onechanbara Z2: Chaos,PS4,2014.0,Action,Nippon Ichi Software,0.14,0.03,0.04,0.04,M
Garfield Gets Real,DS,2009.0,Action,Zushi Games,0.0,0.02,0.0,0.0,E
Army Rescue,Wii,2009.0,Shooter,UFO Interactive,0.02,0.0,0.0,0.0,E
Leisure Suit Larry: Magna Cum Laude,XB,2004.0,Adventure,Vivendi Games,0.12,0.04,0.0,0.01,M
NickToons: Racing,GBA,2002.0,Racing,Infogrames,0.19,0.07,0.0,0.0,E
StarCraft II: Legacy of the Void,PC,2015.0,Strategy,Activision,0.19,0.29,0.0,0.04,T
The Lord of the Rings: The Two Towers,GC,2002.0,Action,Electronic Arts,0.41,0.11,0.0,0.01,T
TouchMaster 2,DS,2008.0,Puzzle,Midway Games,0.3,0.49,0.0,0.1,E
The Legend of Dragoon,PS,1999.0,Role-Playing,Sony Computer Entertainment,0.94,0.44,0.39,0.1,T
Monster Truck Madness,GBA,2003.0,Racing,THQ,0.09,0.03,0.0,0.0,E
Jak X: Combat Racing,PS2,2005.0,Racing,Sony Computer Entertainment,0.45,0.02,0.0,0.07,T
Chicken Shoot,DS,2007.0,Action,Zoo Digital Publishing,0.13,0.0,0.0,0.01,E10+
Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,2006.0,Action,Disney Interactive Studios,0.72,0.03,0.0,0.06,E
Forza Motorsport 5,XOne,2013.0,Racing,Microsoft Game Studios,1.21,0.79,0.01,0.19,E
Pool Party,Wii,2007.0,Sports,SouthPeak Games,0.04,0.0,0.0,0.0,E
Forza Motorsport,XB,2005.0,Racing,Microsoft Game Studios,0.52,0.51,0.0,0.02,E
Rygar: The Legendary Adventure,PS2,2002.0,Action,Wanadoo,0.2,0.15,0.06,0.05,T
Razor Freestyle Scooter,PS,1999.0,Sports,Ubisoft,0.26,0.17,0.0,0.03,E
RollerCoaster Tycoon World,PC,2016.0,Simulation,Atari,0.0,0.02,0.0,0.0,E
Colosseum: Road to Freedom,PS2,2005.0,Role-Playing,Tecmo Koei,0.03,0.03,0.0,0.01,M
Power Gig: Rise of the SixString,PS3,2010.0,Misc,Unknown,0.13,0.0,0.0,0.01,T
Mega Man Battle Network 2,GBA,2002.0,Action,Ubisoft,0.22,0.08,0.0,0.01,E
The Movies,PC,2005.0,Simulation,Activision,0.01,0.03,0.0,0.01,T
Dead Island Definitive Collection,PS4,2016.0,Action,Deep Silver,0.03,0.07,0.01,0.02,M
Imagine: Animal Doctor,DS,2007.0,Simulation,Ubisoft,0.45,0.48,0.0,0.11,E
Disgaea 5: Alliance of Vengeance,PS4,2015.0,Role-Playing,Nippon Ichi Software,0.11,0.08,0.06,0.04,T
Naruto: Clash of Ninja Revolution 2,Wii,2008.0,Fighting,Tomy Corporation,0.34,0.02,0.0,0.03,T
Mario Party 4,GC,2002.0,Misc,Nintendo,1.13,0.36,0.92,0.07,E
Bratz: Girlz Really Rock,PS2,2008.0,Action,THQ,0.11,0.09,0.0,0.03,E
Seven Samurai 20XX,PS2,2004.0,Action,Sega,0.04,0.03,0.0,0.01,T
BlazBlue: Chrono Phantasma,PS3,2013.0,Fighting,Arc System Works,0.14,0.0,0.14,0.03,T
RalliSport Challenge,XB,2002.0,Racing,Microsoft Game Studios,0.39,0.16,0.0,0.02,E
Persona 4: Arena Ultimax,PS3,2014.0,Fighting,Atlus,0.0,0.0,0.13,0.0,T
Safari Adventures: Africa,Wii,2007.0,Adventure,Neko Entertainment,0.03,0.0,0.0,0.0,E
Bejeweled Blitz,PC,2010.0,Puzzle,Mastertronic,0.0,0.01,0.0,0.0,E
Self-Defense Training Camp,X360,2011.0,Sports,Ubisoft,0.08,0.03,0.0,0.01,T
Crackdown 2,X360,2010.0,Shooter,Microsoft Game Studios,0.63,0.36,0.02,0.1,M
MLB 2006,PS2,2005.0,Sports,Sony Computer Entertainment,0.33,0.01,0.0,0.05,E
Golden Sun,GBA,2001.0,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,E
Warcraft III: Reign of Chaos,PC,2002.0,Strategy,Vivendi Games,0.03,0.09,0.0,0.02,T
Maximum Racing: Crash Car Racer,Wii,2010.0,Racing,Nordic Games,0.01,0.01,0.0,0.0,E
RayCrisis: Series Termination,PS,1999.0,Shooter,JVC,0.01,0.01,0.0,0.0,E
Dead or Alive,PS,1998.0,Fighting,Sony Computer Entertainment,0.09,0.06,0.1,0.02,T
NASCAR The Game: Inside Line,PS3,2012.0,Racing,Activision,0.07,0.0,0.0,0.01,E
Gravity Rush Remastered,PS4,2015.0,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,T
Summer Sports: Paradise Island,Wii,2008.0,Sports,Ubisoft,0.48,0.01,0.0,0.04,E
Forza Horizon 3,XOne,2016.0,Racing,Microsoft Game Studios,0.42,0.58,0.0,0.08,E
Karaoke Joysound Wii,Wii,2008.0,Misc,Hudson Soft,0.0,0.0,0.25,0.0,E10+
Dokapon Kingdom,Wii,2008.0,Role-Playing,Sting,0.12,0.0,0.0,0.01,E10+
Test Drive,PS2,2002.0,Racing,Atari,0.95,0.21,0.01,0.18,T
The King of Fighters 2000/2001,PS2,2003.0,Fighting,Ignition Entertainment,0.05,0.04,0.0,0.01,T
Class of Heroes,PSP,2008.0,Role-Playing,Acquire,0.06,0.0,0.08,0.01,T
Plushees,DS,2008.0,Simulation,Destineer,0.01,0.0,0.0,0.0,E
Armored Core: Verdict Day,PS3,2013.0,Simulation,From Software,0.0,0.0,0.12,0.0,T
Tamagotchi Connection: Corner Shop,DS,2005.0,Simulation,Atari,0.1,0.02,1.12,0.01,E
Saint Seiya: Soldiers' Soul,PS4,2015.0,Fighting,Namco Bandai Games,0.0,0.12,0.04,0.02,T
Dragon Ball GT: Transformation,GBA,2005.0,Action,Atari,0.2,0.08,0.0,0.01,E10+
The Penguins of Madagascar,DS,2010.0,Action,THQ,0.12,0.11,0.0,0.02,E
Vampire Rain,X360,2007.0,Action,Microsoft Game Studios,0.18,0.0,0.01,0.01,M
Baldur's Gate: Dark Alliance II,PS2,2004.0,Role-Playing,Interplay,0.34,0.26,0.0,0.09,T
Texas Hold 'Em Poker DS,DS,2005.0,Misc,Majesco Entertainment,0.03,0.0,0.0,0.0,E
Romance of the Three Kingdoms X,PS2,2005.0,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,T
Kidz Sports: Crazy Golf,Wii,2008.0,Sports,Data Design Interactive,0.11,0.0,0.0,0.01,E
Call of Juarez,X360,2007.0,Shooter,Ubisoft,0.14,0.02,0.0,0.01,M
Under the Skin,PS2,2004.0,Action,Capcom,0.01,0.01,0.0,0.0,T
Disney's A Christmas Carol,DS,2009.0,Adventure,Disney Interactive Studios,0.21,0.01,0.0,0.02,E
Touch Detective 2 1/2,DS,2007.0,Adventure,505 Games,0.09,0.0,0.01,0.01,E
Codename: Panzers Phase Two,PC,2005.0,Strategy,CDV Software Entertainment,0.0,0.01,0.0,0.0,T
Ridge Racer 7,PS3,2006.0,Racing,Namco Bandai Games,0.24,0.7,0.16,0.26,E
Syphon Filter: The Omega Strain,PS2,2004.0,Shooter,Sony Computer Entertainment,0.37,0.29,0.0,0.1,M
Music Maker,PS2,2001.0,Misc,Magix,0.15,0.12,0.0,0.04,E
James Patterson Women's Murder Club: Games of Passion,DS,2009.0,Adventure,THQ,0.15,0.22,0.0,0.05,T
Let's Pilates!,DS,2007.0,Misc,Konami Digital Entertainment,0.02,0.0,0.0,0.0,E
Ivy the Kiwi?,DS,2010.0,Puzzle,Rising Star Games,0.04,0.0,0.0,0.0,E
Poker for Dummies,PC,2008.0,Misc,Electronic Arts,0.0,0.01,0.0,0.0,T
Assassin's Creed: Altair's Chronicles,DS,2008.0,Platform,Ubisoft,0.03,0.01,0.0,0.0,T
Microsoft Train Simulator,PC,2001.0,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,E
Total Immersion Racing,PS2,2002.0,Racing,Empire Interactive,0.05,0.04,0.0,0.01,E
Army of Two: The Devil's Cartel,PS3,2013.0,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,M
FlatOut 2,PS2,2006.0,Racing,Empire Interactive,0.08,0.06,0.0,0.02,T
Viva Pinata,PC,2007.0,Simulation,Microsoft Game Studios,0.0,0.02,0.0,0.0,E
echochrome,PSP,2008.0,Puzzle,Sony Computer Entertainment,0.0,0.01,0.08,0.0,E
Handball 16,PS4,2015.0,Sports,Bigben Interactive,0.0,0.05,0.0,0.01,E
Tales of Berseria,PS4,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.0,T
Dynasty Tactics,PS2,2002.0,Strategy,Tecmo Koei,0.06,0.05,0.16,0.02,T
ParaWorld,PC,2006.0,Strategy,Deep Silver,0.0,0.02,0.0,0.0,T
Monster Trucks DS,DS,2005.0,Racing,Majesco Entertainment,0.07,0.0,0.0,0.01,E
Sega GT,DC,2000.0,Racing,Sega,0.0,0.0,0.13,0.0,E
RACE On,PC,2009.0,Racing,bitComposer Games,0.0,0.03,0.0,0.01,E
Pokemon Channel,GC,2003.0,Adventure,Nintendo,0.24,0.06,0.07,0.01,E
Fable II,X360,2008.0,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,M
Reel Fishing Paradise 3D,3DS,2011.0,Sports,Marvelous Interactive,0.12,0.0,0.06,0.01,E
Barnyard Blast: Swine of the Night,DS,2008.0,Platform,Big Ben Interactive,0.02,0.0,0.0,0.0,E10+
Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006.0,Sports,Activision Value,0.06,0.0,0.0,0.0,T
Pucca Power Up,DS,2011.0,Platform,Rising Star Games,0.04,0.01,0.0,0.0,E
Def Jam Icon,X360,2007.0,Action,Electronic Arts,0.3,0.01,0.0,0.03,M
Busy Scissors,Wii,2010.0,Simulation,Little Orbit,0.08,0.0,0.0,0.01,E
The Mummy,GBA,2002.0,Action,Ubisoft,0.01,0.0,0.0,0.0,E
Metroid Prime 2: Echoes,GC,2004.0,Shooter,Nintendo,0.87,0.35,0.07,0.04,T
Tokobot,PSP,2005.0,Platform,Take-Two Interactive,0.06,0.0,0.0,0.0,E
RIGS: Mechanized Combat League,PS4,2016.0,Action,Sony Computer Entertainment,0.03,0.05,0.01,0.02,T
Konami Classics Vol. 1,X360,2009.0,Misc,Konami Digital Entertainment,0.08,0.0,0.0,0.01,T
Harvest Moon: A Wonderful Life Special Edition,PS2,2004.0,Simulation,505 Games,0.09,0.07,0.0,0.02,E
Dungeon Maker: Hunting Ground,PSP,2006.0,Role-Playing,Global A Entertainment,0.03,0.0,0.0,0.0,E10+
Petz: Dogz Family,PSP,2009.0,Simulation,Ubisoft,0.05,0.02,0.0,0.01,E
Sesame Street: Once Upon A Monster,X360,2011.0,Misc,Warner Bros. Interactive Entertainment,0.39,0.09,0.0,0.04,E
Justice League Heroes: The Flash,GBA,2006.0,Action,Eidos Interactive,0.02,0.01,0.0,0.0,E10+
Wedding Dash,DS,2009.0,Action,Zoo Games,0.19,0.0,0.0,0.01,E
F.E.A.R.,PS3,2007.0,Shooter,Vivendi Games,0.18,0.26,0.0,0.1,M
Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2003.0,Platform,TDK Mediactive,0.93,0.34,0.0,0.02,E
Crash Bandicoot Purple: Ripto's Rampage,GBA,2004.0,Platform,Vivendi Games,0.46,0.17,0.0,0.01,E
Top Spin,XB,2003.0,Sports,Microsoft Game Studios,0.36,0.08,0.0,0.02,E
ATV Offroad Fury,PS2,2001.0,Racing,Sony Computer Entertainment,2.07,0.26,0.0,0.08,E
Suikoden Tactics,PS2,2005.0,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,T
BIT.TRIP SAGA,3DS,2011.0,Misc,Rising Star Games,0.09,0.04,0.0,0.01,E
SOCOM 3: U.S. Navy SEALs,PS2,2005.0,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,M
Brooktown High: Senior Year,PSP,2007.0,Simulation,Konami Digital Entertainment,0.09,0.0,0.0,0.01,T
Monster Trucks,GBA,2004.0,Racing,Majesco Entertainment,0.43,0.16,0.0,0.01,E
Alice: Madness Returns,X360,2011.0,Adventure,Electronic Arts,0.27,0.14,0.04,0.04,M
Ragnarok DS,DS,2008.0,Role-Playing,GungHo,0.1,0.0,0.11,0.01,E10+
Capcom Classics Collection,PS2,2005.0,Misc,Capcom,0.22,0.17,0.05,0.06,T
Build 'n Race,Wii,2009.0,Racing,Zoo Games,0.08,0.0,0.0,0.01,E
Rayman DS,DS,2005.0,Platform,Ubisoft,0.21,0.03,0.0,0.02,E
The Last Story,Wii,2011.0,Role-Playing,Nintendo,0.3,0.13,0.18,0.04,T
Chromehounds,X360,2006.0,Simulation,Sega,0.24,0.0,0.01,0.02,T
Let's Yoga!,DS,2007.0,Misc,Konami Digital Entertainment,0.0,0.0,0.02,0.0,E
Prince of Persia: Rival Swords,Wii,2007.0,Action,Ubisoft,0.24,0.02,0.0,0.02,T
MLB 09: The Show,PS2,2009.0,Sports,Sony Computer Entertainment,0.16,0.13,0.0,0.04,E
Game of Thrones,PS3,2012.0,Role-Playing,Focus Home Interactive,0.1,0.1,0.0,0.03,M
FIFA Soccer 2004,GBA,2003.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,E
Scene It? Twilight,Wii,2009.0,Misc,Konami Digital Entertainment,0.16,0.07,0.0,0.02,T
Endgame,PS2,2002.0,Shooter,Empire Interactive,0.04,0.03,0.0,0.01,T
NFL GameDay 2002,PS2,2001.0,Sports,Sony Computer Entertainment,0.19,0.15,0.0,0.05,E
Knockout Kings 2002,XB,2002.0,Sports,Electronic Arts,0.2,0.06,0.0,0.01,T
Halo 5: Guardians,XOne,2015.0,Shooter,Microsoft Game Studios,2.78,1.27,0.03,0.41,T
Black * Rock Shooter: The Game,PSP,2011.0,Role-Playing,Unknown,0.0,0.0,0.15,0.0,T
The Secret World,PC,2012.0,Role-Playing,Funcom,0.07,0.08,0.0,0.02,M
Terminator 3: Rise of the Machines,GBA,2003.0,Action,Atari,0.04,0.02,0.0,0.0,T
The King of Fighters EX2: Howling Blood,GBA,2002.0,Fighting,Marvelous Interactive,0.06,0.02,0.0,0.0,T
Capcom Classics Collection Remixed,PSP,2006.0,Misc,Capcom,0.27,0.0,0.0,0.02,T
Petz Monkeyz House,DS,2008.0,Simulation,Ubisoft,0.2,0.0,0.0,0.02,E
Sid Meier's Civilization V,PC,2010.0,Strategy,Take-Two Interactive,0.98,0.52,0.0,0.17,E10+
The Gunstringer,X360,2011.0,Shooter,Microsoft Game Studios,0.26,0.1,0.0,0.04,T
NFL Fever 2004,XB,2003.0,Sports,Microsoft Game Studios,0.24,0.07,0.0,0.01,E
The Awakened Fate Ultimatum,PS3,2014.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,T
The Stronghold Collection,PC,2009.0,Strategy,Take-Two Interactive,0.03,0.08,0.0,0.02,T
Monopoly Streets,X360,2010.0,Misc,Electronic Arts,0.16,0.09,0.0,0.02,E
Colony Wars,PS,1997.0,Simulation,Psygnosis,0.24,0.16,0.0,0.03,E
Battle of Giants: Mutant Insects,DS,2010.0,Strategy,Ubisoft,0.09,0.14,0.0,0.03,E10+
Onimusha: Blade Warriors,PS2,2003.0,Fighting,Capcom,0.06,0.05,0.0,0.02,T
PQ2: Practical Intelligence Quotient,PSP,2006.0,Puzzle,D3Publisher,0.04,0.0,0.0,0.0,E
Charm Girls Club: Pajama Party,Wii,2009.0,Misc,Electronic Arts,0.14,0.0,0.0,0.01,E
Teenage Mutant Ninja Turtles: Arcade Attack,DS,2009.0,Action,Ubisoft,0.12,0.0,0.0,0.01,E10+
Boxing Fever,GBA,2001.0,Sports,THQ,0.06,0.02,0.0,0.0,E
Brute Force,XB,2003.0,Shooter,Microsoft Game Studios,0.62,0.18,0.01,0.03,M
Texas Hold 'Em Poker,GBA,2004.0,Misc,Majesco Entertainment,0.44,0.16,0.0,0.01,E
10 Minute Solution,Wii,2010.0,Sports,Activision,0.06,0.01,0.0,0.01,E
Resident Evil: Dead Aim,PS2,2003.0,Action,Capcom,0.17,0.13,0.0,0.04,M
Code Lyoko,DS,2007.0,Action,Game Factory,0.03,0.01,0.0,0.0,E10+
Bratz Ponyz 2,DS,2008.0,Adventure,Game Factory,0.24,0.0,0.0,0.02,E
Indianapolis 500 Evolution,X360,2009.0,Racing,Zushi Games,0.02,0.0,0.0,0.0,E
Alfa Romeo Racing Italiano,PS2,2005.0,Racing,Black Bean Games,0.01,0.01,0.0,0.0,E
Mind Quiz,PSP,2006.0,Action,Ubisoft,0.08,0.01,0.0,0.01,E
Cabela's Big Game Hunter,PS2,2002.0,Sports,Activision,0.7,0.54,0.0,0.18,T
Cursed Mountain,Wii,2009.0,Adventure,Deep Silver,0.09,0.1,0.0,0.02,M
Company of Heroes: Opposing Fronts,PC,2007.0,Strategy,THQ,0.01,0.03,0.0,0.01,M
Water Sports,Wii,2009.0,Action,Avanquest,0.05,0.04,0.0,0.01,E
My First Dollhouse,DS,2010.0,Misc,505 Games,0.1,0.0,0.0,0.01,E
Flow: Urban Dance Uprising,PS2,2005.0,Misc,Ubisoft,0.02,0.01,0.0,0.0,T
Virtua Striker 2002,GC,2002.0,Sports,Sega,0.01,0.0,0.03,0.0,E
The Legend of Zelda: The Wind Waker,GC,2002.0,Action,Nintendo,2.6,0.99,0.89,0.13,E
My Chinese Coach,DS,2008.0,Misc,Ubisoft,0.1,0.01,0.0,0.01,E
Mario Tennis,Wii,2010.0,Sports,Nintendo,0.0,0.06,0.0,0.01,E
Petz Bunnyz,DS,2008.0,Simulation,Ubisoft,0.39,0.01,0.0,0.03,E
Your Shape: Fitness Evolved,X360,2010.0,Sports,Ubisoft,0.79,0.41,0.0,0.11,E
101-in-1 Sports Megamix,DS,2010.0,Sports,Nordcurrent,0.08,0.0,0.0,0.01,E10+
